order_date,order_id,buyer_code,marketplace,product_id,product_category,order_quantity,price_unit,price_unit_vat,carrier,customer_postal,customer_destination
2019-01-07 09:01:25,1071714,839,TOKOPEDIA,67635,Lifestyle,1," 177,136 "," 194,850 ",JNE REG,67282,Jawa Timur
2019-01-07 10:01:07,1071617,840,BUKALAPAK,70984,Lifestyle,1," 81,681 "," 89,849 ",Tiki REG,42138,Banten
2019-01-07 10:01:07,1071617,840,BUKALAPAK,68228,Outdoor,1," 127,136 "," 139,850 ",Tiki REG,42138,Banten
2019-01-07 10:01:07,1071617,840,BUKALAPAK,70984,Lifestyle,1," 13,500 "," 14,850 ",Tiki REG,42138,Banten
2019-01-07 10:01:50,1071642,841,BUKALAPAK,68041,Lifestyle,1," 227,136 "," 249,850 ",Tiki REG,12940,DKI Jakarta
2019-01-07 11:01:45,1071639,842,BUKALAPAK,68814,Outdoor,1," 172,590 "," 189,849 ",JNE REG,15560,Banten
2019-01-07 11:01:10,1071715,843,TOKOPEDIA,60453,Outdoor,3," 133,500 "," 146,850 ",TIKI - REG,68484,Jawa Timur
2019-01-07 11:01:14,1071716,425,TOKOPEDIA,60455,Outdoor,1," 133,500 "," 146,850 ",TIKI - REG,68484,Jawa Timur
2019-01-07 11:01:48,1071637,844,BUKALAPAK,64701,Outdoor,1," 1,013,500 "," 1,114,850 ",JNE REG,78758,Kalimantan Barat
2019-01-07 11:01:18,1071717,425,TOKOPEDIA,60452,Outdoor,3," 133,500 "," 146,850 ",TIKI - REG,68484,Jawa Timur
2019-01-07 11:01:11,1071718,425,TOKOPEDIA,60452,Outdoor,2," 133,500 "," 146,850 ",TIKI - REG,68484,Jawa Timur
2019-01-07 11:01:17,1071638,845,BUKALAPAK,68296,Lifestyle,1," 145,318 "," 159,850 ",JNE REG,13830,DKI Jakarta
2019-01-07 11:01:23,1071719,843,TOKOPEDIA,60451,Outdoor,1," 133,500 "," 146,850 ",TIKI - REG,68484,Jawa Timur
2019-01-07 11:01:47,1071720,846,TOKOPEDIA,67325,Outdoor,1," 1,331,681 "," 1,464,849 ",JNE REG,41354,Jawa Barat
2019-01-07 12:01:21,1071629,847,BUKALAPAK,68225,Outdoor,1," 322,590 "," 354,849 ",JNE REG,43132,Jawa Barat
2019-01-07 12:01:17,1071628,848,BUKALAPAK,64028,Work,1," 295,318 "," 324,850 ",JNE REG,10210,DKI Jakarta
2019-01-07 12:01:38,1071723,849,TOKOPEDIA,67668,Outdoor,1," 172,590 "," 189,849 ",TIKI - REG,64218,Jawa Timur
2019-01-07 13:01:23,1071724,850,TOKOPEDIA,68222,Outdoor,1," 281,681 "," 309,849 ",TIKI - REG,12220,DKI Jakarta
2019-01-07 13:01:15,1071725,851,TOKOPEDIA,74783,Outdoor,1," 172,590 "," 189,849 ",TIKI - REG,43153,Jawa Barat
2019-01-07 13:01:38,1071627,852,BUKALAPAK,71082,Riding,1," 95,318 "," 104,850 ",Tiki REG,57221,Jawa Tengah
2019-01-07 14:01:00,1071726,31,TOKOPEDIA,68917,Work,1," 308,954 "," 339,849 ",JNE REG,15412,Banten
2019-01-07 14:01:32,1071626,853,BUKALAPAK,69824,Lifestyle,1," 490,772 "," 539,849 ",JNE REG,41352,Jawa Barat
2019-01-07 14:01:08,1071727,854,TOKOPEDIA,67975,Outdoor,1," 90,772 "," 99,849 ",JNE REG,20121,Sumatera Utara
2019-01-07 14:01:03,1071728,855,TOKOPEDIA,67637,Outdoor,1," 195,318 "," 214,850 ",JNE REG,17411,Jawa Barat
2019-01-07 14:01:21,1071729,856,TOKOPEDIA,68863,Work,1," 331,681 "," 364,849 ",TIKI - REG,65137,Jawa Timur
2019-01-07 15:01:07,1071821,857,BUKALAPAK,64761,Lifestyle,1," 81,681 "," 89,849 ",Tiki REG,30166,Sumatera Selatan
2019-01-07 15:01:21,SO28481,858,QOO10,68863,Work,1," 306,227 "," 336,850 ",,15414,"Jl. Garuda 1795, bukit nusa indah, serua, ciputat Banten Tangerang Selatan Sarua"
2019-01-07 15:01:07,1071621,859,BUKALAPAK,71100,Outdoor,1," 136,227 "," 149,850 ",Tiki REG,17183,Jawa Barat
2019-01-07 15:01:42,1071848,860,TOKOPEDIA,68915,Work,1," 208,954 "," 229,849 ",JNE REG,53222,Jawa Tengah
2019-01-07 15:01:10,1071730,861,TOKOPEDIA,70985,Lifestyle,1," 81,681 "," 89,849 ",JNE REG,20226,Sumatera Utara
2019-01-07 15:01:35,1071731,862,TOKOPEDIA,67975,Outdoor,1," 90,772 "," 99,849 ",JNE REG,15560,Banten
2019-01-07 16:01:02,1072789,863,TOKOPEDIA,60245,Outdoor,1," 249,863 "," 274,849 ",JNE REG,61153,Jawa Timur
2019-01-07 16:01:09,1071732,864,TOKOPEDIA,71034,Outdoor,2," 172,590 "," 189,849 ",JNE REG,97711,Maluku Utara
2019-01-07 16:01:09,1071732,864,TOKOPEDIA,67429,Outdoor,2," 154,409 "," 169,850 ",JNE REG,97711,Maluku Utara
2019-01-07 16:01:04,1071733,865,TOKOPEDIA,67677,Outdoor,1," 103,500 "," 113,850 ",JNE REG,11470,DKI Jakarta
2019-01-07 16:01:59,1071734,866,TOKOPEDIA,67662,Outdoor,1," 181,681 "," 199,849 ",JNE REG,23617,D.I. Aceh
2019-01-07 17:01:56,1071852,867,TOKOPEDIA,74786,Outdoor,1," 172,590 "," 189,849 ",JNE REG,20352,Sumatera Utara
2019-01-07 17:01:17,1071853,868,TOKOPEDIA,61566,Outdoor,1," 203,500 "," 223,850 ",TIKI - REG,13630,DKI Jakarta
2019-01-07 17:01:14,1071854,869,TOKOPEDIA,71221,Outdoor,1," 158,954 "," 174,849 ",JNE REG,97719,Maluku Utara
2019-01-07 17:01:20,1071855,870,TOKOPEDIA,67612,Outdoor,1," 193,500 "," 212,850 ",JNE REG,12210,DKI Jakarta
2019-01-07 17:01:56,1072057,871,BUKALAPAK,67475,Lifestyle,1," 236,227 "," 259,850 ",Tiki REG,41181,Jawa Barat
2019-01-07 17:01:04,1072102,872,TOKOPEDIA,60536,Lifestyle,1," 536,227 "," 589,850 ",JNE REG,44116,Jawa Barat
2019-01-07 18:01:26,1072103,873,TOKOPEDIA,64068,Work,1," 286,227 "," 314,850 ",JNE REG,53122,Jawa Tengah
2019-01-07 18:01:07,1072104,874,TOKOPEDIA,64072,Work,1," 263,500 "," 289,850 ",JNE REG,60132,Jawa Timur
2019-01-07 18:01:07,1072104,874,TOKOPEDIA,64071,Work,1," 263,500 "," 289,850 ",JNE REG,60132,Jawa Timur
2019-01-07 18:01:59,1072056,875,BUKALAPAK,71921,Outdoor,1," 1,013,500 "," 1,114,850 ",JNE REG,35141,Lampung
2019-01-07 18:01:32,1072054,876,BUKALAPAK,67239,Outdoor,1," 218,045 "," 239,850 ",JNE REG,58311,Jawa Tengah
2019-01-07 19:01:43,1073977,311,TOKOPEDIA,69806,Riding,1," 308,954 "," 339,849 ",TIKI - REG,57352,Jawa Tengah
2019-01-07 19:01:43,1073977,311,TOKOPEDIA,69802,Riding,1," 308,954 "," 339,849 ",TIKI - REG,57352,Jawa Tengah
2019-01-07 20:01:00,1072105,877,TOKOPEDIA,64707,Lifestyle,1," 195,318 "," 214,850 ",JNE REG,21224,Sumatera Utara
2019-01-07 20:01:00,1072105,877,TOKOPEDIA,70984,Lifestyle,1," 81,681 "," 89,849 ",JNE REG,21224,Sumatera Utara
2019-01-07 20:01:00,1072105,877,TOKOPEDIA,67636,Outdoor,1," 186,227 "," 204,850 ",JNE REG,21224,Sumatera Utara
2019-01-07 20:01:14,1072106,878,TOKOPEDIA,61479,Outdoor,1," 204,409 "," 224,850 ",TIKI - REG,17425,Jawa Barat
2019-01-07 20:01:34,1072047,879,BUKALAPAK,68039,Lifestyle,1," 204,409 "," 224,850 ",Tiki REG,66252,Jawa Timur
2019-01-07 20:01:20,1072044,880,BUKALAPAK,60471,Outdoor,1," 786,227 "," 864,850 ",Tiki REG,33412,Kepulauan Bangka Belitung
2019-01-07 20:01:20,1072044,880,BUKALAPAK,71216,Outdoor,1," 68,045 "," 74,850 ",Tiki REG,33412,Kepulauan Bangka Belitung
2019-01-07 21:01:08,1072107,881,TOKOPEDIA,67515,Outdoor,1," 690,772 "," 759,849 ",JNE REG,13550,DKI Jakarta
2019-01-07 21:01:09,1072108,882,TOKOPEDIA,67255,Outdoor,1," 95,318 "," 104,850 ",JNE REG,15417,Banten
2019-01-07 22:01:02,1072041,883,BUKALAPAK,74932,Outdoor,1," 190,772 "," 209,849 ",JNE REG,14470,DKI Jakarta
2019-01-07 23:01:07,1072758,884,TOKOPEDIA,68258,Lifestyle,1," 831,681 "," 914,849 ",JNE REG,59419,Jawa Tengah
2019-01-08 02:01:43,1073081,885,TOKOPEDIA,69810,Lifestyle,1," 172,590 "," 189,849 ",TIKI - REG,45363,Jawa Barat
2019-01-08 05:01:01,1072816,886,BUKALAPAK,67633,Lifestyle,1," 172,590 "," 189,849 ",JNE REG,57781,Jawa Tengah
2019-01-08 05:01:09,1072828,887,TOKOPEDIA,69792,Outdoor,1," 172,590 "," 189,849 ",TIKI - REG,80582,Bali
2019-01-08 05:01:09,1072828,887,TOKOPEDIA,71221,Outdoor,1," 158,954 "," 174,849 ",TIKI - REG,80582,Bali
2019-01-08 05:01:09,1072828,887,TOKOPEDIA,69791,Outdoor,1," 172,590 "," 189,849 ",TIKI - REG,80582,Bali
2019-01-08 05:01:09,1072828,887,TOKOPEDIA,71063,Riding,1," 158,045 "," 173,850 ",TIKI - REG,80582,Bali
2019-01-08 05:01:09,1072828,887,TOKOPEDIA,71058,Riding,1," 158,045 "," 173,850 ",TIKI - REG,80582,Bali
2019-01-08 06:01:47,1073082,888,TOKOPEDIA,64712,Outdoor,1," 827,136 "," 909,850 ",JNE REG,53472,Jawa Tengah
2019-01-08 07:01:00,SO29134,889,ZILINGO,63148,Outdoor,1," 203,500 "," 223,850 ",Zilingo Pick Up,97711,"Maluku Utara,"
2019-01-08 07:01:00,SO29128,890,ZILINGO,66878,Work,1," 190,772 "," 209,849 ",Zilingo Pick Up,15111,banten
2019-01-08 07:01:00,SO29129,891,ZILINGO,60448,Outdoor,1," 133,500 "," 146,850 ",Zilingo Pick Up,17113,Jawa Barat
2019-01-08 07:01:00,SO29130,892,ZILINGO,69677,Outdoor,1," 127,136 "," 139,850 ",Zilingo Pick Up,14270,DKI Jakarta
2019-01-08 07:01:00,SO29131,893,ZILINGO,60153,Lifestyle,1," 72,590 "," 79,849 ",Zilingo Pick Up,42177,Banten
2019-01-08 07:01:00,SO29131,893,ZILINGO,71023,Lifestyle,1," 163,500 "," 179,850 ",Zilingo Pick Up,42177,Banten
2019-01-08 07:01:00,SO29131,893,ZILINGO,63135,Outdoor,1," 203,500 "," 223,850 ",Zilingo Pick Up,42177,Banten
2019-01-08 07:01:00,SO29132,74,ZILINGO,69735,Riding,1," 163,500 "," 179,850 ",Zilingo Pick Up,63461,Jawa Timur
2019-01-08 07:01:00,SO29133,735,ZILINGO,60176,Outdoor,1," 172,590 "," 189,849 ",Zilingo Pick Up,55771,jawa tengah
2019-01-08 07:01:00,SO29135,385,ZILINGO,66964,Lifestyle,1," 186,227 "," 204,850 ",Zilingo Pick Up,12790,DKI Jakarta
2019-01-08 07:01:00,SO29135,385,ZILINGO,67065,Lifestyle,1," 286,227 "," 314,850 ",Zilingo Pick Up,12790,DKI Jakarta
2019-01-08 07:01:00,SO29136,894,ZILINGO,67235,Lifestyle,1," 172,590 "," 189,849 ",Zilingo Pick Up,94379,Sulawesi Tengah
2019-01-08 07:01:00,SO29136,894,ZILINGO,60414,Outdoor,1," 153,500 "," 168,850 ",Zilingo Pick Up,94379,Sulawesi Tengah
2019-01-08 07:01:00,SO29137,895,ZILINGO,60177,Outdoor,1," 213,500 "," 234,850 ",Zilingo Pick Up,40564,"Jawa Barat,"
2019-01-08 07:01:00,SO29138,896,ZILINGO,71062,Riding,1," 158,045 "," 173,850 ",Zilingo Pick Up,37352,Jambi
2019-01-08 07:01:00,SO29139,897,ZILINGO,60174,Riding,1," 227,136 "," 249,850 ",Zilingo Pick Up,60221,Jawa Timur
2019-01-08 07:01:00,SO29140,898,ZILINGO,64750,Outdoor,1," 68,045 "," 74,850 ",Zilingo Pick Up,17530,Jawa Barat
2019-01-08 07:01:00,SO29140,898,ZILINGO,74823,Outdoor,1," 172,590 "," 189,849 ",Zilingo Pick Up,17530,Jawa Barat
2019-01-08 07:01:00,SO29141,899,ZILINGO,67299,Lifestyle,1," 327,136 "," 359,850 ",Zilingo Pick Up,90212,Sulawesi Selatan
2019-01-08 07:01:00,SO29142,779,ZILINGO,67235,Lifestyle,1," 172,590 "," 189,849 ",Zilingo Pick Up,36668,Jambi
2019-01-08 07:01:00,SO29173,900,ZILINGO,67516,Lifestyle,1," 422,590 "," 464,849 ",Zilingo Pick Up,72275,"Kalimantan Selatan,"
2019-01-08 07:01:00,SO29174,901,ZILINGO,67346,Outdoor,1," 172,590 "," 189,849 ",Zilingo Pick Up,96127,"Gorontalo,"
2019-01-08 07:01:00,SO29175,902,ZILINGO,69698,Lifestyle,1," 186,227 "," 204,850 ",Zilingo Pick Up,12140,"DKI Jakarta,"
2019-01-08 07:01:00,SO29176,903,ZILINGO,67227,Lifestyle,1," 172,590 "," 189,849 ",Zilingo Pick Up,91217,"Sulawesi Selatan,"
2019-01-08 07:01:00,SO29196,904,ZILINGO,67602,Outdoor,1," 581,681 "," 639,849 ",Zilingo Pick Up,96252,Gorontalo
2019-01-08 07:01:00,SO29196,904,ZILINGO,67324,Outdoor,1," 918,045 "," 1,009,850 ",Zilingo Pick Up,96252,Gorontalo
2019-01-08 07:01:00,SO29196,904,ZILINGO,60272,Outdoor,1," 308,954 "," 339,849 ",Zilingo Pick Up,96252,Gorontalo
2019-01-08 07:01:00,SO29197,905,ZILINGO,60177,Outdoor,1," 213,500 "," 234,850 ",Zilingo Pick Up,58172,Jawa Tengah
2019-01-08 07:01:00,SO29198,906,ZILINGO,64028,Work,1," 295,318 "," 324,850 ",Zilingo Pick Up,10710,DKI Jakarta
2019-01-08 07:01:00,SO29199,907,ZILINGO,60401,Outdoor,1," 77,136 "," 84,850 ",Zilingo Pick Up,50776,Jawa Tengah
2019-01-08 07:01:00,SO29200,908,ZILINGO,64027,Work,1," 295,318 "," 324,850 ",Zilingo Pick Up,60164,Jawa Timur
2019-01-08 07:01:00,SO29201,909,ZILINGO,61477,Outdoor,1," 204,409 "," 224,850 ",Zilingo Pick Up,10430,DKI Jakarta
2019-01-08 07:01:00,SO29202,577,ZILINGO,67547,Lifestyle,1," 227,136 "," 249,850 ",Zilingo Pick Up,34162,Lampung
2019-01-08 07:01:00,SO29202,577,ZILINGO,60186,Lifestyle,1," 373,500 "," 410,850 ",Zilingo Pick Up,34162,Lampung
2019-01-08 07:01:00,SO29203,910,ZILINGO,67305,Outdoor,1," 308,954 "," 339,849 ",Zilingo Pick Up,21464,Sumatera Utara
2019-01-08 07:01:00,SO29455,911,ZILINGO,67547,Lifestyle,1," 227,136 "," 249,850 ",Zilingo Pick Up,99112,Papua
2019-01-08 07:01:00,SO29426,912,ZILINGO,67633,Lifestyle,1," 172,590 "," 189,849 ",Zilingo Pick Up,45134,Jawa Barat
2019-01-08 07:01:00,SO29426,912,ZILINGO,67233,Lifestyle,1," 172,590 "," 189,849 ",Zilingo Pick Up,45134,Jawa Barat
2019-01-08 07:01:00,SO29456,913,ZILINGO,64708,Lifestyle,1," 195,318 "," 214,850 ",Zilingo Pick Up,21257,Sumatera Utara
2019-01-08 07:01:00,SO29457,100,ZILINGO,69758,Outdoor,1," 127,136 "," 139,850 ",Zilingo Pick Up,67354,Jawa Timur
2019-01-08 07:01:00,SO29457,100,ZILINGO,60386,Outdoor,1," 127,136 "," 139,850 ",Zilingo Pick Up,67354,Jawa Timur
2019-01-08 07:01:00,SO29458,914,ZILINGO,67604,Outdoor,1," 627,136 "," 689,850 ",Zilingo Pick Up,97853,Maluku Utara
2019-01-08 07:01:00,SO29459,915,ZILINGO,60265,Outdoor,1," 386,227 "," 424,850 ",Zilingo Pick Up,22811,Sumatera Utara
2019-01-08 07:01:00,SO29460,916,ZILINGO,69786,Outdoor,1," 81,681 "," 89,849 ",Zilingo Pick Up,57155,Serengan
2019-01-08 07:01:00,SO29461,803,ZILINGO,67276,Lifestyle,1," 127,136 "," 139,850 ",Zilingo Pick Up,90143,Sulawesi Selatan
2019-01-08 07:01:00,SO29461,803,ZILINGO,67670,Lifestyle,1," 136,227 "," 149,850 ",Zilingo Pick Up,90143,Sulawesi Selatan
2019-01-08 07:01:00,SO29462,917,ZILINGO,61477,Outdoor,1," 204,409 "," 224,850 ",Zilingo Pick Up,59461,Jawa Tengah
2019-01-08 07:01:00,SO29463,541,ZILINGO,64759,Lifestyle,1," 68,045 "," 74,850 ",Zilingo Pick Up,56116,Jawa Tengah
2019-01-08 07:01:00,SO29464,918,ZILINGO,67546,Lifestyle,1," 227,136 "," 249,850 ",Zilingo Pick Up,75277,Kalimantan Timur
2019-01-08 07:01:00,SO29465,919,ZILINGO,60251,Outdoor,1," 181,681 "," 199,849 ",Zilingo Pick Up,65211,Jawa Timur
2019-01-08 07:01:00,SO29466,920,ZILINGO,67305,Outdoor,1," 308,954 "," 339,849 ",Zilingo Pick Up,40116,Jawa Barat
2019-01-08 07:01:00,SO29467,921,ZILINGO,67240,Outdoor,1," 203,500 "," 223,850 ",Zilingo Pick Up,51361,Jawa Tengah
2019-01-08 07:01:00,SO29468,922,ZILINGO,67669,Lifestyle,1," 136,227 "," 149,850 ",Zilingo Pick Up,99352,Papua
2019-01-08 07:01:00,SO29469,923,ZILINGO,67345,Outdoor,1," 172,590 "," 189,849 ",Zilingo Pick Up,61381,Jawa Timur
2019-01-08 07:01:00,SO29470,732,ZILINGO,67637,Outdoor,1," 195,318 "," 214,850 ",Zilingo Pick Up,63129,Jawa Timur
2019-01-08 07:01:00,SO29471,924,ZILINGO,67279,Lifestyle,1," 127,136 "," 139,850 ",Zilingo Pick Up,59354,Jawa Tengah
2019-01-08 07:01:00,SO29472,925,ZILINGO,69683,Outdoor,1," 127,136 "," 139,850 ",Zilingo Pick Up,51131,Jawa Tengah
2019-01-08 07:01:00,SO29473,926,ZILINGO,66911,Work,1," 354,409 "," 389,850 ",Zilingo Pick Up,74212,Kalimantan Tengah
2019-01-08 07:01:00,SO29474,927,ZILINGO,67586,Outdoor,1," 399,863 "," 439,849 ",Zilingo Pick Up,11430,DKI Jakarta
2019-01-08 07:01:00,SO29475,928,ZILINGO,61475,Outdoor,1," 204,409 "," 224,850 ",Zilingo Pick Up,44191,Jawa Barat
2019-01-08 07:01:00,SO29476,929,ZILINGO,60455,Outdoor,1," 133,500 "," 146,850 ",Zilingo Pick Up,77122,Kalimantan Timur
2019-01-08 07:01:00,SO29477,930,ZILINGO,64748,Outdoor,1," 190,772 "," 209,849 ",Zilingo Pick Up,82261,Bali
2019-01-08 07:01:00,SO29478,931,ZILINGO,63149,Outdoor,1," 203,500 "," 223,850 ",Zilingo Pick Up,17550,Jawa Barat
2019-01-08 07:01:00,SO29479,932,ZILINGO,60452,Outdoor,1," 133,500 "," 146,850 ",Zilingo Pick Up,91217,Sulawesi Selatan
2019-01-08 07:01:00,SO29480,933,ZILINGO,60177,Outdoor,1," 213,500 "," 234,850 ",Zilingo Pick Up,16310,Jawa Barat
2019-01-08 07:01:00,SO29481,542,ZILINGO,67233,Lifestyle,1," 172,590 "," 189,849 ",Zilingo Pick Up,22763,Sumatera Utara
2019-01-08 07:01:00,SO29482,934,ZILINGO,61477,Outdoor,1," 204,409 "," 224,850 ",Zilingo Pick Up,66218,Jawa Timur
2019-01-08 07:01:00,SO29482,934,ZILINGO,67633,Lifestyle,1," 172,590 "," 189,849 ",Zilingo Pick Up,66218,Jawa Timur
2019-01-08 07:01:00,SO29153,935,ZILINGO,60220,Outdoor,1," 218,045 "," 239,850 ",Zilingo Pick Up,93562,Sulawesi Tenggara
2019-01-08 07:01:00,SO29154,936,ZILINGO,71107,Outdoor,1," 204,409 "," 224,850 ",Zilingo Pick Up,91217,Sulawesi Selatan
2019-01-08 07:01:00,SO29160,506,ZILINGO,67521,Outdoor,1," 218,045 "," 239,850 ",Zilingo Pick Up,37111,Jambi
2019-01-08 07:01:00,SO29159,506,ZILINGO,67430,Outdoor,1," 154,409 "," 169,850 ",Zilingo Pick Up,37111,Jambi
2019-01-08 07:01:00,SO29158,937,ZILINGO,60244,Outdoor,1," 218,045 "," 239,850 ",Zilingo Pick Up,62217,Jawa Timur
2019-01-08 07:01:00,SO29157,938,ZILINGO,60306,Outdoor,1," 672,590 "," 739,849 ",Zilingo Pick Up,70652,Kalimantan Selatan
2019-01-08 07:01:00,SO29156,939,ZILINGO,64672,Lifestyle,1," 213,500 "," 234,850 ",Zilingo Pick Up,17530,Jawa Barat
2019-01-08 07:01:00,SO29155,940,ZILINGO,60455,Outdoor,1," 133,500 "," 146,850 ",Zilingo Pick Up,22765,Sumatera Utara
2019-01-08 07:01:54,1073083,941,TOKOPEDIA,68816,Lifestyle,1," 373,500 "," 410,850 ",JNE REG,51363,Jawa Tengah
2019-01-08 09:01:32,1072982,942,TOKOPEDIA,67511,Lifestyle,1," 327,136 "," 359,850 ",JNE REG,13630,DKI Jakarta
2019-01-08 09:01:32,1072982,942,TOKOPEDIA,70984,Lifestyle,1," 81,681 "," 89,849 ",JNE REG,13630,DKI Jakarta
2019-01-08 09:01:37,1072850,943,TOKOPEDIA,60185,Lifestyle,1," 413,500 "," 454,850 ",JNE REG,14320,DKI Jakarta
2019-01-08 09:01:04,1073063,944,BUKALAPAK,64685,Lifestyle,1," 236,227 "," 259,850 ",JNE REG,68417,Jawa Timur
2019-01-08 10:01:57,1073084,945,TOKOPEDIA,60251,Outdoor,1," 181,681 "," 199,849 ",TIKI - REG,15141,Banten
2019-01-08 10:01:24,1073341,946,BUKALAPAK,71010,Outdoor,1," 81,681 "," 89,849 ",JNE REG,16435,Jawa Barat
2019-01-08 10:01:10,1073340,947,BUKALAPAK,63001,Lifestyle,1," 163,500 "," 179,850 ",JNE REG,43364,Jawa Barat
2019-01-08 11:01:51,1073352,948,TOKOPEDIA,67973,Outdoor,2," 81,681 "," 89,849 ",JNE REG,93123,Sulawesi Tenggara
2019-01-08 11:01:19,1073339,949,BUKALAPAK,70985,Lifestyle,1," 81,681 "," 89,849 ",Tiki REG,42262,Banten
2019-01-08 11:01:58,1073334,950,BUKALAPAK,71912,Outdoor,1," 1,354,409 "," 1,489,850 ",Tiki REG,61452,Jawa Timur
2019-01-08 12:01:43,1073332,951,BUKALAPAK,68829,Outdoor,1," 149,863 "," 164,849 ",Tiki REG,11610,DKI Jakarta
2019-01-08 12:01:27,1073648,952,TOKOPEDIA,64035,Work,1," 445,318 "," 489,850 ",JNE REG,16951,Jawa Barat
2019-01-08 12:01:31,1073353,635,TOKOPEDIA,66888,Work,1," 545,318 "," 599,850 ",JNE REG,,Jawa Barat
2019-01-08 12:01:05,1073326,953,BUKALAPAK,71921,Outdoor,1," 1,013,500 "," 1,114,850 ",JNE REG,50181,Jawa Tengah
2019-01-08 13:01:58,1073628,954,BUKALAPAK,68817,Lifestyle,1," 433,500 "," 476,850 ",JNE REG,35776,Lampung
2019-01-08 13:01:32,1073372,955,TOKOPEDIA,69606,Outdoor,1," 128,500 "," 141,350 ",JNE REG,71414,Kalimantan Selatan
2019-01-08 13:01:32,1073372,955,TOKOPEDIA,68832,Lifestyle,1," 218,045 "," 239,850 ",JNE REG,71414,Kalimantan Selatan
2019-01-08 13:01:53,1073373,955,TOKOPEDIA,67975,Outdoor,1," 90,772 "," 99,849 ",TIKI - REG,52122,Jawa Tengah
2019-01-08 13:01:16,1073374,956,TOKOPEDIA,64721,Outdoor,1," 58,954 "," 64,849 ",TIKI - REG,61214,Jawa Timur
2019-01-08 13:01:16,1073374,956,TOKOPEDIA,71211,Outdoor,1," 95,318 "," 104,850 ",TIKI - REG,61214,Jawa Timur
2019-01-08 13:01:04,1073654,957,TOKOPEDIA,61333,Outdoor,1," 149,863 "," 164,849 ",JNE REG,36125,Jambi
2019-01-08 13:01:46,1073366,958,BUKALAPAK,71149,Outdoor,1," 90,772 "," 99,849 ",JNE REG,17510,Jawa Barat
2019-01-08 13:01:46,1073366,958,BUKALAPAK,71211,Outdoor,1," 95,318 "," 104,850 ",JNE REG,17510,Jawa Barat
2019-01-08 13:01:46,1073366,958,BUKALAPAK,64726,Outdoor,1," 172,590 "," 189,849 ",JNE REG,17510,Jawa Barat
2019-01-08 13:01:21,1073885,959,BUKALAPAK,71212,Outdoor,1," 136,227 "," 149,850 ",Tiki REG,16830,Jawa Barat
2019-01-08 13:01:42,1073655,960,TOKOPEDIA,66881,Work,1," 254,409 "," 279,850 ",JNE REG,75382,Kalimantan Timur
2019-01-08 14:01:05,1073657,961,TOKOPEDIA,71106,Outdoor,1," 90,772 "," 99,849 ",JNE REG,11720,DKI Jakarta
2019-01-08 14:01:35,1074416,962,BUKALAPAK,69690,Lifestyle,1," 308,954 "," 339,849 ",Tiki REG,16418,Jawa Barat
2019-01-08 14:01:45,1073627,963,BUKALAPAK,67590,Outdoor,1," 399,863 "," 439,849 ",Tiki REG,10270,DKI Jakarta
2019-01-08 14:01:28,1073658,964,TOKOPEDIA,60257,Work,1," 263,500 "," 289,850 ",TIKI - REG,50181,Jawa Tengah
2019-01-08 14:01:09,1073659,965,TOKOPEDIA,68928,Work,1," 204,409 "," 224,850 ",TIKI - REG,90242,Sulawesi Selatan
2019-01-08 14:01:09,1073625,966,BUKALAPAK,70984,Lifestyle,1," 81,681 "," 89,849 ",JNE REG,17848,Jawa Barat
2019-01-08 14:01:09,1073659,965,TOKOPEDIA,60177,Outdoor,8," 213,500 "," 234,850 ",TIKI - REG,90242,Sulawesi Selatan
2019-01-08 14:01:46,1073660,832,TOKOPEDIA,67605,Outdoor,1," 281,681 "," 309,849 ",JNE REG,13560,DKI Jakarta
2019-01-08 14:01:46,1073660,832,TOKOPEDIA,71220,Lifestyle,1," 186,227 "," 204,850 ",JNE REG,13560,DKI Jakarta
2019-01-08 14:01:57,1073626,967,BUKALAPAK,71153,Outdoor,1," 149,863 "," 164,849 ",JNE REG,71114,Kalimantan Selatan
2019-01-08 14:01:57,1073626,967,BUKALAPAK,71017,Lifestyle,1," 158,045 "," 173,850 ",JNE REG,71114,Kalimantan Selatan
2019-01-08 14:01:57,1073626,967,BUKALAPAK,71903,Outdoor,1," 54,409 "," 59,850 ",JNE REG,71114,Kalimantan Selatan
2019-01-08 14:01:57,1073626,967,BUKALAPAK,71099,Outdoor,1," 136,227 "," 149,850 ",JNE REG,71114,Kalimantan Selatan
2019-01-08 15:01:54,1073662,968,TOKOPEDIA,67158,Lifestyle,1," 281,681 "," 309,849 ",JNE REG,16617,Jawa Barat
2019-01-08 15:01:54,1073663,969,TOKOPEDIA,74855,Outdoor,1," 172,590 "," 189,849 ",TIKI - REG,17530,Jawa Barat
2019-01-08 15:01:30,1073665,970,TOKOPEDIA,67664,Outdoor,1," 254,409 "," 279,850 ",JNE REG,45418,Jawa Barat
2019-01-08 15:01:26,1073666,971,TOKOPEDIA,64658,Outdoor,1," 363,500 "," 399,850 ",JNE REG,11510,DKI Jakarta
2019-01-08 15:01:26,1073666,971,TOKOPEDIA,68222,Outdoor,1," 281,681 "," 309,849 ",JNE REG,11510,DKI Jakarta
2019-01-08 15:01:34,1073624,972,BUKALAPAK,67507,Outdoor,1," 1,786,227 "," 1,964,850 ",JNE REG,50124,Jawa Tengah
2019-01-08 15:01:54,1073621,973,BUKALAPAK,68290,Outdoor,1," 1,104,409 "," 1,214,850 ",JNE REG,55715,Daerah Istimewa Yogyakarta
